_id,ano,municipio,codigo_curso,nome_curso,centro,CPCCONTINUO,nc,nidd,nm,nd,nr,no,nf,na,cpc_f2013,t_ies_br,t_ies_sul,t_ies_rs,t_ifes_br,t_ifes_sul,t_ifes_rs,id_centro,POSICAOBRASILCPC,POSICAORSCPC,POSICAOPUBLICABRASILCPC,POSICAOPUBLICARSCPC,POSICAOSULCPC,POSICAOIFESCPC,POSICAOBRASILINFRA,POSICAORSINFRA,POSICAOPUBLICABRASILINFRA,POSICAOPUBLICARSINFRA,POSICAOSULINFRA,POSICAOIFESINFRA,POSICAOBRASILPEDAG,POSICAORSPEDAG,POSICAOPUBLICABRASILPEDAG,POSICAOPUBLICARSPEDAG,POSICAOSULPEDAG,POSICAOIFESPEDAG,POSICAOBRASILREGIME,POSICAORSREGIME,POSICAOPUBLICABRASILREGIME,POSICAOPUBLICARSREGIME,POSICAOSULREGIME,POSICAOIFESREGIME,POSICAOBRASILDOUTOR,POSICAORSDOUTOR,POSICAOPUBLICABRASILDOUTOR,POSICAOPUBLICARSDOUTOR,POSICAOSULDOUTOR,POSICAOIFESDOUTOR,POSICAOBRASILIDD,POSICAORSIDD,POSICAOPUBLICABRASILIDD,POSICAOPUBLICARSIDD,POSICAOSULIDD,POSICAOIFESIDD,POSICAOBRASILENADE,POSICAORSENADE,POSICAOPUBLICABRASILENADE,POSICAOPUBLICARSENADE,POSICAOSULENADE,POSICAOIFESENADE,POSICAOBRASILMESTRE,POSICAORSMESTRE,POSICAOPUBLICABRASILMESTRE,POSICAOPUBLICARSMESTRE,POSICAOSULMESTRE,POSICAOIFESMESTRE,POSICAOBRASILAMPLIACAO,POSICAORSAMPLIACAO,POSICAOPUBLICABRASILAMPLIACAO,POSICAOPUBLICARSAMPLIACAO,POSICAOSULAMPLIACAO,POSICAOIFESAMPLIACAO,DISTANCIABRASILCPC,DISTANCIARSCPC,DISTANCIAPUBLICACPC,DISTANCIAPUBLICARSCPC,DISTANCIASULCPC,DISTANCIAIFESCPC,DISTANCIABRASILENADE,DISTANCIARSENADE,DISTANCIAPUBLICAENADE,DISTANCIAPUBLICARSENADE,DISTANCIASULENADE,DISTANCIAIFESENADE,media_ies_br,media_ies_sul,media_ies_rs,media_ifes_br,media_ifes_sul,media_ifes_rs,max_ies_br,max_ies_sul,max_ies_rs,max_ifes_br,max_ifes_sul,max_ifes_rs,CPC_FAIXA
34,2010,SANTA MARIA,51,ZOOTECNIA,CCR,3.43,3.48,3.19,4.64,3.61,5,1.21,3.86,2.27,3.42,66,12,3,55,11,3,3,16,3,16,3,7,9,21,2,12,2,5,8,50,3,39,3,9,23,2,2,2,2,2,2,23,3,22,3,8,13,33,2,28,2,10,17,14,2,14,2,6,10,29,3,25,3,8,14,2,2,2,2,2,2,"24,242",100,"29,091",100,"58,333","26,471","21,212","66,667","25,455","66,667",50,"29,412",2.83,3.27,3.58,2.95,3.42,3.58,4.06,4.06,3.75,4.06,4.06,3.75,4
81,2013,SANTA MARIA,51,ZOOTECNIA,CCR,2.86,2.53,2.08,4.47,3.82,5,1.61,2.91,3.04,2.86,69,13,4,59,13,4,3,40,2,38,2,11,24,17,1,11,1,3,7,53,2,47,2,10,29,2,2,2,2,2,2,27,4,26,4,7,20,47,2,43,2,11,27,45,3,43,3,12,29,29,3,25,3,6,17,35,1,31,1,7,20,"57,971",50,"64,407",50,"84,615",60,"65,217",75,"72,881",75,"92,308",72.5,2.96,3.28,2.86,3.06,3.28,2.86,4.25,3.94,3.21,4.25,3.94,3.21,3
5,2007,SANTA MARIA,23,ENFERMAGEM,CCS,3.51,4.44,2.86,0,2.99,5,1.43,1.84,1.59,2.95,332,72,25,74,19,4,4,22,2,22,2,7,12,281,24,42,3,65,17,309,25,61,4,70,25,1,1,1,1,1,1,41,4,30,3,8,19,128,13,49,3,39,23,6,1,6,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,"6,627",8,29.73,50,"9,722",37.5,"1,807",4,"8,108",25,"4,167",6.25,2.31,2.48,2.62,3,3.03,3.45,4.75,4.25,3.83,4.75,4.25,3.83,4
28,2010,SANTA MARIA,23,ENFERMAGEM,CCS,3.65,3.66,3.43,3.66,4.11,5,2.24,2.99,2.54,3.58,496,90,33,104,21,6,4,23,2,16,2,4,13,392,29,35,4,79,13,398,30,54,4,78,24,2,2,2,2,2,2,28,3,21,2,7,16,138,9,51,3,22,25,49,3,41,3,5,25,168,21,54,6,46,34,2,2,2,2,2,2,"4,637","6,061","15,385","33,333","4,444","26,531","9,879","9,091","39,423",50,"5,556",51.02,2.47,2.47,2.59,2.93,3.09,3.48,4.67,3.85,3.66,4.67,3.85,3.66,4
75,2013,SANTA MARIA,23,ENFERMAGEM,CCS,3.12,3.16,2.74,3.97,3.85,5,1.81,1.64,2.58,3.12,463,79,27,97,19,7,4,108,7,40,3,24,26,419,25,57,5,73,35,417,24,60,4,72,31,2,2,2,2,2,2,28,3,24,3,8,17,193,16,62,4,48,34,92,6,61,4,16,36,166,21,46,7,43,31,340,22,61,6,66,37,"23,326","25,926","41,237","42,857",30.38,"46,429",19.87,"22,222","62,887","57,143","20,253","64,286",2.71,2.94,3.01,3,3.25,3.27,4.68,4.68,3.91,4.68,4.68,3.91,4
4,2007,SANTA MARIA,19,FARMÁCIA,CCS,3.04,3.64,2.28,0,3.76,5,0.88,1.18,1,2.61,190,46,17,40,11,2,4,28,3,20,2,9,11,171,17,24,2,43,13,178,17,31,2,45,16,1,1,1,1,1,1,14,2,14,2,4,11,132,13,31,2,35,19,18,1,16,1,6,8,1,1,1,1,1,1,1,1,1,1,1,1,"14,737","17,647",50,100,"19,565",44,"9,474","5,882",40,50,"13,043",32,2.32,2.52,2.5,3.01,3.22,3.1,4.32,4.32,3.17,4.32,4.32,3.16,4
27,2010,SANTA MARIA,19,FARMÁCIA,CCS,3.61,4.19,3.8,4.27,3.78,5,0.36,0.9,0.58,3.52,255,57,19,49,15,3,4,18,3,16,3,8,11,238,19,33,3,57,15,248,19,42,3,54,23,1,1,1,1,1,1,19,3,16,3,6,12,49,5,13,2,14,5,14,1,13,1,5,9,81,12,24,3,30,16,1,1,1,1,1,1,"7,059","15,789","32,653",100,"14,035","39,286",5.49,"5,263","26,531","33,333","8,772","32,143",2.56,2.78,3,3.08,3.25,3.76,4.1,4.03,4.01,4.1,4.03,4.01,4
74,2013,SANTA MARIA,19,FARMÁCIA,CCS,3.2,3.1,2.61,4.59,4.2,5,1.72,2.16,3.36,3.2,263,56,20,52,12,3,4,66,9,24,2,18,17,216,19,16,2,48,8,230,19,27,2,50,16,1,1,1,1,1,1,16,3,15,3,4,13,116,15,27,2,35,19,64,5,35,2,13,26,78,14,24,3,28,17,126,12,11,1,30,5,"25,095",45,"46,154","66,667","32,143","48,571","24,335",25,"67,308","66,667","23,214","74,286",2.74,2.9,3.08,3.04,3.1,3.25,4.1,3.98,3.95,4.1,3.98,3.5,4
32,2010,SANTA MARIA,36,FISIOTERAPIA,CCS,3.42,3.75,3.68,3.86,3.91,5,0.57,0.05,0.36,3.34,351,59,22,41,10,1,4,24,3,12,1,6,7,345,22,35,1,58,12,343,22,36,1,57,13,1,1,1,1,1,1,16,2,11,1,3,8,72,8,14,1,15,6,24,1,19,1,4,9,95,13,24,1,28,11,1,1,1,1,1,1,"6,838","13,636","29,268",0,"10,169",50,"6,838","4,545","46,341",100,6.78,"64,286",2.39,2.52,2.66,2.94,2.76,3.42,4.43,3.69,3.67,4.43,3.64,3.42,4
79,2013,SANTA MARIA,36,FISIOTERAPIA,CCS,3.62,4.48,3.78,4.24,3.39,5,0.94,1.51,2.31,3.62,316,61,27,38,9,4,4,41,4,15,3,11,10,301,26,30,3,59,15,306,25,34,3,58,19,1,1,1,1,1,1,32,5,18,4,6,14,39,7,6,3,16,4,6,3,6,3,3,5,95,20,20,4,33,14,265,24,32,4,52,18,"12,975","14,815","39,474",75,"18,033","47,619","1,899","11,111","15,789",75,"4,918",23.81,2.87,3.03,3.18,3.29,3.47,3.83,4.27,4.27,4.27,4.27,4.27,4.27,4
6,2007,SANTA MARIA,27,FONOAUDIOLOGIA,CCS,4.09,4.93,0,0,2.41,5,0,0,0,1.72,56,12,5,10,2,1,4,4,1,3,1,2,3,54,5,8,1,12,5,52,5,8,1,12,5,1,1,1,1,1,1,10,1,6,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"7,143",0,30,0,"16,667",50,"1,786",20,10,100,"8,333","16,667",2.84,3.24,3.08,3.02,3.79,4.09,4.33,4.17,4.09,4.33,4.09,4.09,4
30,2010,SANTA MARIA,27,FONOAUDIOLOGIA,CCS,3.59,3.83,0,4.31,3.5,5,2.38,2.47,2.42,2.35,49,10,6,13,3,2,4,5,2,4,2,3,4,43,6,8,2,10,4,40,6,7,2,10,4,1,1,1,1,1,1,9,2,7,2,2,5,1,1,1,1,1,1,7,2,7,2,3,4,14,4,7,2,7,4,1,1,1,1,1,1,"10,204","33,333","30,769",100,30,50,"14,286","33,333","53,846",100,30,50,2.57,3.09,2.96,3.34,3.65,3.81,4.04,4.04,4.04,4.04,4.04,4.04,4
77,2013,SANTA MARIA,27,FONOAUDIOLOGIA,CCS,1.59,1.34,0,4.5,3.6,5,0,0.5,1.72,1.59,54,13,7,18,5,3,4,48,7,17,3,13,12,53,7,17,3,13,12,54,7,18,3,13,13,1,1,1,1,1,1,13,2,10,2,2,8,53,7,17,3,13,12,44,6,17,3,12,12,18,2,10,2,4,7,39,6,12,3,10,10,"88,889",100,"94,444",100,100,"92,308","81,481","85,714","94,444",100,"92,308","92,308",2.75,3.02,2.88,3,3.27,3.18,4.17,4.14,4.14,4.17,4.14,4.14,2
2,2007,SANTA MARIA,12,MEDICINA,CCS,3.72,4.38,4.14,0,1.43,5,1.33,2.96,1.98,3.21,101,22,10,49,13,5,4,7,3,7,3,3,5,66,8,21,3,17,10,70,9,26,4,16,13,1,1,1,1,1,1,54,7,35,5,12,23,17,3,13,2,4,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"6,931",30,"14,286",60,"13,636","16,667",0.99,10,"2,041",20,"4,545","3,333",2.44,2.67,3.02,2.7,2.69,3.48,4.03,4.01,4.01,4.03,4.01,4.01,4
24,2010,SANTA MARIA,12,MEDICINA,CCS,3.03,4.11,3.88,3.29,2.02,5,0.82,2.23,1.38,3.31,141,26,10,67,14,5,4,34,4,28,3,10,17,112,10,38,5,24,16,123,10,49,5,24,23,1,1,1,1,1,1,51,5,37,4,9,27,12,1,10,1,3,8,22,3,18,2,7,10,56,7,35,4,13,23,1,1,1,1,1,1,"24,113",40,"41,791",60,"38,462","44,737","15,603",30,"26,866",40,"26,923","26,316",2.51,2.68,2.96,2.8,2.77,3.14,3.64,3.64,3.55,3.64,3.64,3.55,4
71,2013,SANTA MARIA,12,MEDICINA,CCS,2.41,3.17,1.77,3.44,2.32,5,1.04,1.51,0.87,2.41,154,28,11,59,12,5,4,86,8,33,3,19,20,144,11,49,5,28,30,146,10,52,4,26,32,1,1,1,1,1,1,56,5,38,4,9,29,84,6,30,2,18,16,50,6,33,3,13,21,69,6,37,5,12,27,147,11,57,5,28,39,"55,844","72,727","55,932",60,"67,857","51,282","32,468","54,545","55,932",60,"46,429","53,846",2.51,2.6,2.64,2.61,2.57,2.37,3.81,3.58,3.32,3.72,3.54,3.1,3
23,2010,SANTA MARIA,6,ODONTOLOGIA,CCS,3.48,4.02,3.92,3.79,2.89,5,0.91,0.87,0.89,3.4,167,31,10,51,11,3,4,22,4,16,3,7,8,156,10,41,3,29,20,157,10,42,3,30,22,1,1,1,1,1,1,40,4,29,3,9,19,21,2,9,1,5,3,9,2,5,2,3,4,85,6,34,3,20,21,1,1,1,1,1,1,"13,174",40,"31,373",100,"22,581","28,571","5,389",20,"9,804","66,667","9,677","14,286",2.65,2.87,3.1,3.13,3.37,3.61,4.19,3.88,3.82,4.01,3.88,3.82,4
70,2013,SANTA MARIA,6,ODONTOLOGIA,CCS,3.45,4.06,3.33,3.94,3.62,5,1.38,1.96,2.19,3.45,173,32,10,51,11,3,4,18,2,8,2,4,5,150,9,28,2,29,11,157,9,35,2,28,17,1,1,1,1,1,1,34,3,26,3,7,18,18,1,8,1,4,6,9,1,5,1,1,5,94,6,36,3,19,25,138,9,37,2,29,19,"10,405",20,"15,686","66,667",12.5,"17,241","5,202",10,"9,804","33,333","3,125","17,241",2.76,2.9,2.98,3.01,3.18,3.43,4.68,3.8,3.8,3.98,3.8,3.8,4
9,2009,SANTA MARIA,1,ADMINISTRAÇÃO,CCSH,4.22,4.43,3.96,4.57,5,5,1.91,2.44,2.12,4.06,1344,296,93,147,36,5,5,14,2,11,2,6,7,1114,87,75,4,267,27,1095,86,76,4,258,26,1,1,1,1,1,1,1,1,1,1,1,1,188,22,26,3,46,14,42,4,30,4,10,17,60,9,18,2,16,10,1,1,1,1,1,1,"1,042","2,151","7,483",40,"2,027","13,725","3,125","4,301","20,408",80,"3,378","33,333",2.17,2.34,2.56,2.75,2.89,3.81,4.74,4.45,4.45,4.62,4.45,4.45,5
61,2012,SANTA MARIA,1,ADMINISTRAÇÃO,CCSH,3.81,4.49,3.35,4.24,4.18,5,2.19,3.42,2.68,3.79,1366,306,100,174,44,7,5,48,6,13,3,11,8,984,80,59,2,243,17,1101,95,99,6,264,37,2,2,2,2,2,2,62,3,20,2,10,14,177,25,25,3,52,11,28,3,11,2,4,7,307,43,54,6,77,38,2,2,2,2,2,2,"3,514",6,"7,471","42,857","3,595","11,765",2.05,3,"6,322","28,571","1,307","10,294",2.53,2.63,2.8,2.7,2.95,3.54,4.95,4.31,4.31,4.36,4.31,4.31,4
21,2009,SANTA MARIA,65,ARQUIVOLOGIA,CCSH,4.05,4.44,0,2.98,2.41,5,5,5,5,2.6,8,3,2,8,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,6,2,3,4,1,1,1,1,1,1,2,2,2,2,2,2,5,2,5,2,2,4,1,1,1,1,1,1,0,0,0,0,0,0,25,100,25,100,"66,667","33,333",3.32,3.79,4.01,3.32,3.79,4.01,4.05,4.05,4.05,4.05,4.05,4.05,5
17,2009,SANTA MARIA,22,CIÊNCIAS CONTÁBEIS,CCSH,3.39,4.66,3.67,3.69,1.11,5,2.62,1.71,2.26,3.37,666,155,51,103,29,3,5,28,3,18,2,9,13,600,51,65,3,147,26,341,44,26,2,108,10,1,1,1,1,1,1,202,25,45,2,55,30,142,16,27,3,41,12,7,1,4,1,2,4,87,16,22,1,31,14,1,1,1,1,1,1,"4,204","5,882","17,476","66,667","5,806","33,333","1,051","1,961","3,883","33,333",1.29,"10,256",2.18,2.42,2.59,2.58,2.84,3.58,4.57,4.13,4.12,4.57,4.13,4.12,4
64,2012,SANTA MARIA,22,CIÊNCIAS CONTÁBEIS,CCSH,3.56,4.31,3.6,4.29,2.33,5,3.44,1.71,2.75,3.58,771,182,60,114,36,3,5,49,5,12,1,16,5,711,60,85,3,180,31,301,33,22,1,96,6,1,1,1,1,1,1,152,8,29,2,32,19,74,10,11,1,30,2,12,1,4,1,5,1,109,17,24,2,31,17,1,1,1,1,1,1,"6,355","8,333","10,526",0,"8,791","11,364","1,556","1,667","3,509","33,333","2,747","2,273",2.55,2.79,2.82,2.61,3.1,3.16,4.26,4.24,3.76,4.24,4.24,3.56,4
15,2009,SANTA MARIA,13,CIÊNCIAS ECONÔMICAS,CCSH,2.71,2.93,2.46,3.78,2.21,5,1.65,2.23,1.88,2.72,156,40,17,70,18,4,5,51,5,30,3,13,21,107,14,32,3,31,16,125,15,49,4,34,24,1,1,1,1,1,1,43,6,29,3,11,24,101,14,43,4,27,22,45,6,25,3,12,18,64,10,29,1,19,19,1,1,1,1,1,1,"32,692","29,412","42,857",75,32.5,60,"28,846","35,294","35,714",75,30,"51,429",2.41,2.42,2.52,2.54,2.63,2.95,4.43,3.75,3.75,4.34,3.75,3.75,3
63,2012,SANTA MARIA,13,CIÊNCIAS ECONÔMICAS,CCSH,2.67,2.37,2.51,4.15,2.69,5,2.08,0.99,1.65,2.69,153,39,15,76,19,4,5,78,11,35,3,26,24,141,15,64,4,39,35,101,13,38,3,27,20,1,1,1,1,1,1,40,3,29,3,9,23,89,11,41,3,27,20,57,7,27,3,16,20,74,8,37,3,18,27,1,1,1,1,1,1,50.98,"73,333","46,053",75,"66,667","58,537","37,255","46,667","35,526",75,"41,026",48.78,2.73,2.86,2.85,2.67,2.87,2.85,4.86,3.95,3.61,4.55,3.95,3.61,3
53,2011,SANTA MARIA,5401,CIÊNCIAS SOCIAIS (BACHARELADO),CCSH,2.9,2.91,2.08,3.87,3.83,5,1.98,2.73,2.28,2.89,45,5,4,36,4,3,5,25,4,19,3,5,15,19,2,10,1,3,6,27,3,18,2,4,14,1,1,1,1,1,1,19,2,16,2,2,12,31,4,24,3,5,19,27,4,20,3,5,16,28,2,21,1,3,16,1,1,1,1,1,1,"55,556",100,"52,778",100,100,"53,571",60,100,"55,556",100,100,"57,143",2.92,3.35,3.37,2.85,3.14,3.1,4.51,4.2,4.2,4.26,3.28,3.28,3
11,2009,SANTA MARIA,8,COMUNICAÇÃO SOCIAL,CCSH,3.35,4.6,2.34,3.57,3.46,5,1.06,0.63,0.89,3.03,623,122,49,100,22,7,5,39,19,18,6,21,17,573,44,72,5,115,39,573,42,81,3,110,44,3,3,3,3,3,3,53,8,44,5,12,38,439,49,71,7,112,38,13,4,10,3,4,9,197,42,64,7,61,40,3,3,3,3,3,3,6.26,"38,776",18,"85,714","17,213","27,869","2,087","8,163",10,"42,857","3,279","14,754",2.36,2.72,3.21,2.67,2.86,3.69,4.61,4.42,4.42,4.61,4.42,4.42,4
12,2009,SANTA MARIA,8,COMUNICAÇÃO SOCIAL,CCSH,3.91,4.96,4.42,3.75,3.32,5,1.03,1.15,1.08,3.85,623,122,49,100,22,7,5,7,2,7,2,2,7,533,43,43,4,109,17,576,43,82,4,111,45,2,2,2,2,2,2,68,12,50,6,16,42,177,19,37,3,45,20,4,1,4,1,1,4,150,37,53,6,53,33,2,2,2,2,2,2,"1,124","4,082",7,"28,571","1,639","11,475",0.642,"2,041",4,"14,286",0.82,"6,557",2.36,2.72,3.21,2.67,2.86,3.69,4.61,4.42,4.42,4.61,4.42,4.42,4
14,2009,SANTA MARIA,8,COMUNICAÇÃO SOCIAL,CCSH,3.57,4.56,2.57,3.93,4.21,5,1,2,1.4,3.32,623,122,49,100,22,7,5,23,11,15,5,12,15,484,39,22,1,101,3,579,44,83,5,112,46,4,4,4,4,4,4,30,4,29,4,5,25,385,46,63,6,101,36,15,5,12,4,6,11,123,32,50,5,45,31,4,4,4,4,4,4,"3,692","22,449",15,"71,429","9,836",24.59,"2,408","10,204",12,"57,143","4,918","18,033",2.36,2.72,3.21,2.67,2.86,3.69,4.61,4.42,4.42,4.61,4.42,4.42,4
10,2009,SANTA MARIA,2,DIREITO,CCSH,3.74,4.89,3.98,3.66,3.03,5,0.84,0.21,0.59,3.56,742,164,58,93,16,4,5,13,2,6,2,2,6,720,58,76,4,163,34,712,56,69,2,160,27,1,1,1,1,1,1,81,5,29,3,13,24,80,5,13,2,15,5,2,1,2,1,1,2,164,30,26,1,51,14,1,1,1,1,1,1,"1,752","3,448","6,452",50,1.22,"13,333",0.27,"1,724","2,151",25,0.61,"4,444",2.27,2.41,2.5,2.72,3.06,3.68,4.05,4.05,4.05,4.05,4.05,4.05,4
62,2012,SANTA MARIA,2,DIREITO,CCSH,3.82,4.74,3.93,4.55,4.23,5,1.47,0.44,1.06,3.83,853,196,70,107,23,4,5,19,1,4,1,5,2,826,70,81,4,195,29,796,70,71,4,190,23,1,1,1,1,1,1,22,2,14,2,5,11,44,1,9,1,8,4,11,1,9,1,4,6,122,26,14,1,38,8,1,1,1,1,1,1,"2,227",0,"3,738",0,"2,551","4,545",1.29,"1,429","8,411",25,"2,041","13,636",2.62,2.73,2.81,2.62,3.09,3.41,4.18,4.08,3.82,4.15,4.08,3.82,4
101,2014,SANTA MARIA,3201,FILOSOFIA (BACHARELADO),CCSH,4.43,4.21,5,5,4.71,5,2.42,3.14,1.85,4.43,58,15,10,30,5,3,5,1,1,1,1,1,1,28,8,4,1,10,4,45,10,20,3,13,19,1,1,1,1,1,1,12,3,8,1,3,8,1,1,1,1,1,1,5,2,4,1,3,4,1,1,1,1,1,1,49,10,23,3,14,21,0,0,0,0,0,0,"8,621",20,"13,333","33,333",20,"14,815",3.03,3.3,3.31,3.11,3.98,3.92,4.43,4.43,4.43,4.43,4.43,4.43,5
49,2011,SANTA MARIA,3202,FILOSOFIA (LICENCIATURA),CCSH,3.38,2.86,2.93,4.63,3.89,5,1.7,4.58,2.85,3.33,98,23,9,42,11,3,5,21,4,8,2,8,6,37,3,3,1,7,2,88,8,34,3,20,21,1,1,1,1,1,1,15,3,10,2,6,6,44,4,21,2,14,9,38,5,19,3,12,12,34,5,18,2,13,10,1,1,1,1,1,1,"21,429","44,444","19,048","66,667","34,783",25,"38,776","55,556","45,238",100,"52,174",50,2.9,3.15,3.24,2.77,3.18,3.34,4.87,4.11,3.64,4.11,4.11,3.49,4
102,2014,SANTA MARIA,3202,FILOSOFIA (LICENCIATURA),CCSH,3.6,4.46,2.92,4.47,4.21,5,1.65,3.22,2.49,3.6,109,27,12,54,13,4,5,13,4,8,2,7,6,53,8,9,1,15,7,94,10,41,3,22,30,1,1,1,1,1,1,20,3,16,3,5,13,27,5,11,2,12,7,4,1,3,1,2,3,63,9,33,3,20,24,39,9,11,3,12,9,"11,927","33,333","14,815",50,"25,926","15,789",3.67,"8,333","5,556",25,"7,407","7,895",2.76,3.12,3.2,2.78,3.29,3.38,4.37,4.37,4,4.37,4.37,3.74,4
45,2011,SANTA MARIA,2402,HISTÓRIA (LICENCIATURA),CCSH,2.06,1.7,0.31,4.5,3.48,5,1.89,3.12,2.38,2.04,265,48,21,131,19,4,5,234,21,106,4,46,46,173,19,50,2,43,20,233,20,103,3,44,43,1,1,1,1,1,1,37,5,27,3,11,19,247,21,115,4,46,46,235,21,109,4,44,44,90,13,51,2,25,29,1,1,1,1,1,1,"88,302",100,"80,916",100,"95,833","86,792","88,679",100,"83,206",100,"91,667","83,019",2.83,3.16,3.36,2.66,2.98,2.95,4.49,4.49,4.49,3.97,3.97,3.56,3
98,2014,SANTA MARIA,2402,HISTÓRIA (LICENCIATURA),CCSH,3.4,3.91,3.14,4.8,3.6,5,1.23,2.24,1.77,3.4,287,58,25,141,24,6,5,27,6,13,2,10,10,226,22,85,4,47,36,275,24,131,5,57,54,1,1,1,1,1,1,52,6,44,4,12,32,40,9,18,1,15,6,16,3,13,2,6,9,80,12,37,3,22,21,230,23,106,5,51,44,"9,408",24,9.22,"33,333","17,241","16,667","5,575",12,9.22,"33,333","10,345",15,2.73,2.93,3.09,2.69,2.94,3.07,4.24,3.98,3.98,4.08,3.7,3.44,4
66,2012,SANTA MARIA,803,JORNALISMO,CCSH,1.56,0.29,0,4.54,3.93,5,0.83,1.75,1.2,1.54,216,47,18,50,11,4,5,211,18,47,4,47,30,195,17,35,4,45,20,205,18,42,4,45,26,2,2,2,2,2,2,12,2,9,2,4,6,211,18,46,4,46,29,211,18,46,4,46,29,37,7,19,3,12,15,2,2,2,2,2,2,"97,685",100,94,100,100,"90,909","97,685",100,92,100,"97,872","87,879",2.88,3,3.18,2.95,3.13,3.3,4.47,4.26,4.19,4.47,4.26,4.19,2
16,2009,SANTA MARIA,18,PSICOLOGIA,CCSH,3.59,4.43,3.12,3.76,3.73,5,0.83,1.59,1.13,3.36,266,66,26,47,9,2,5,16,3,12,2,6,10,245,26,30,2,65,16,252,26,35,2,65,22,1,1,1,1,1,1,19,2,18,2,4,15,102,16,24,1,34,15,7,1,6,1,1,6,130,19,35,2,39,24,1,1,1,1,1,1,"6,015","11,538","25,532",100,"9,091","32,258","2,632","3,846","12,766",50,"1,515","19,355",2.49,2.66,2.83,2.83,3.08,3.68,4.13,3.78,3.78,4.13,3.78,3.78,4
68,2012,SANTA MARIA,804,PUBLICIDADE E PROPAGANDA,CCSH,3.1,3.05,2.33,4.58,4.17,5,2.17,2.2,2.18,3.1,284,51,19,30,9,3,5,58,12,13,3,19,9,245,18,15,3,45,5,208,18,15,3,45,6,1,1,1,1,1,1,11,2,7,2,4,6,152,16,19,3,36,9,71,11,17,2,23,8,35,6,11,2,9,8,1,1,1,1,1,1,"20,423","63,158","43,333",100,"37,255",56.25,25,"57,895","56,667","66,667","45,098",50,2.61,2.84,3.16,2.92,3.2,3.59,4.45,4.26,4.26,4.26,4.26,4.26,4
44,2011,SANTA MARIA,2001,PEDAGOGIA (LICENCIATURA),CE,3.64,3.43,3.51,4.56,3.55,5,2.37,3.98,3.01,3.62,863,157,49,219,31,5,6,44,8,16,1,12,10,496,42,27,2,115,5,665,45,131,3,129,55,1,1,1,1,1,1,63,5,43,3,12,33,100,11,28,1,21,12,82,9,34,1,19,15,157,19,69,4,46,41,1,1,1,1,1,1,"5,098","16,327","7,306",0,"7,643","13,699","9,502","18,367","15,525",20,"12,102","20,548",2.58,2.78,3.06,2.62,2.9,3.06,4.85,4.29,4.1,4.85,3.94,3.64,4
97,2014,SANTA MARIA,2001,PEDAGOGIA (LICENCIATURA),CE,3.13,3.2,2.94,4.43,3.25,5,0.85,2.92,2.37,3.13,953,175,57,240,39,10,6,164,27,42,7,47,27,630,50,61,5,133,23,932,57,226,10,171,82,1,1,1,1,1,1,109,9,68,6,25,46,200,25,39,5,59,13,189,26,73,8,54,38,325,32,100,6,76,58,729,53,147,9,151,59,"17,209","47,368",17.5,70,"26,857","30,682","19,832","45,614","30,417",80,"30,857","43,182",2.65,2.85,3.07,2.64,3.05,3.18,4.54,4.04,4.04,3.82,3.73,3.58,4
7,2007,SANTA MARIA,35,EDUCAÇÃO FÍSICA,CEFD,3.66,3.95,2.95,0,5,5,1.67,3.92,2.57,3.33,340,82,30,73,18,3,7,11,1,11,1,3,4,115,13,8,2,37,2,290,24,46,2,72,15,1,1,1,1,1,1,1,1,1,1,1,1,146,16,37,2,44,15,13,1,10,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,"3,235",0,"15,068",0,"3,659","14,286","3,824","3,333","13,699","33,333",1.22,"17,857",2.4,2.59,2.72,2.64,2.82,2.89,4.46,4.09,3.66,4.46,4.09,3.66,4
31,2010,SANTA MARIA,35,EDUCAÇÃO FÍSICA,CEFD,3.87,3.94,4.17,4.56,4.63,5,1.14,2.4,1.64,3.91,195,54,19,33,16,3,7,4,1,3,1,1,2,172,17,20,2,48,6,189,19,31,3,53,14,2,1,1,1,1,1,7,1,6,1,2,4,41,5,7,1,9,4,15,2,8,1,3,5,24,3,10,1,10,5,1,1,1,1,1,1,"2,051",0,"9,091",0,0,12.5,"7,692","10,526","24,242","33,333","5,556",31.25,2.44,2.59,2.8,2.9,2.93,3.43,4.41,3.87,3.87,4.41,3.87,3.87,4
83,2013,SANTA MARIA,3501,EDUCAÇÃO FÍSICA (BACHARELADO),CEFD,3.4,3.76,3.13,5,4.34,5,0.44,1.3,2.07,3.4,258,63,22,37,12,2,7,27,2,3,1,2,2,245,21,26,1,58,15,255,22,34,2,61,19,1,1,1,1,1,1,9,1,8,1,2,5,54,5,6,1,10,3,23,1,8,1,3,5,1,1,1,1,1,1,204,21,27,2,50,18,"10,465","9,091","8,108",0,"3,175","9,524","8,915","4,545","21,622",50,"4,762",23.81,2.64,2.63,2.82,2.66,2.74,3.07,4.57,3.5,3.5,3.84,3.4,3.4,4
