_id;ano;municipio;codigo_curso;nome_curso;centro;cpc_antigo;nc;nidd;nm;nd;nr;no;nf;na;cpc_f2013;t_ies_br;t_ies_sul;t_ies_rs;t_ifes_br;t_ifes_sul;t_ifes_rs;id_centro;POSICAOBRASILCPC;POSICAORSCPC;POSICAOPUBLICABRASILCPC;POSICAOPUBLICARSCPC;POSICAOSULCPC;POSICAOIFESCPC;POSICAOBRASILINFRA;POSICAORSINFRA;POSICAOPUBLICABRASILINFRA;POSICAOPUBLICARSINFRA;POSICAOSULINFRA;POSICAOIFESINFRA;POSICAOBRASILPEDAG;POSICAORSPEDAG;POSICAOPUBLICABRASILPEDAG;POSICAOPUBLICARSPEDAG;POSICAOSULPEDAG;POSICAOIFESPEDAG;POSICAOBRASILREGIME;POSICAORSREGIME;POSICAOPUBLICABRASILREGIME;POSICAOPUBLICARSREGIME;POSICAOSULREGIME;POSICAOIFESREGIME;POSICAOBRASILDOUTOR;POSICAORSDOUTOR;POSICAOPUBLICABRASILDOUTOR;POSICAOPUBLICARSDOUTOR;POSICAOSULDOUTOR;POSICAOIFESDOUTOR;POSICAOBRASILIDD;POSICAORSIDD;POSICAOPUBLICABRASILIDD;POSICAOPUBLICARSIDD;POSICAOSULIDD;POSICAOIFESIDD;POSICAOBRASILENADE;POSICAORSENADE;POSICAOPUBLICABRASILENADE;POSICAOPUBLICARSENADE;POSICAOSULENADE;POSICAOIFESENADE;POSICAOBRASILMESTRE;POSICAORSMESTRE;POSICAOPUBLICABRASILMESTRE;POSICAOPUBLICARSMESTRE;POSICAOSULMESTRE;POSICAOIFESMESTRE;POSICAOBRASILAMPLIACAO;POSICAORSAMPLIACAO;POSICAOPUBLICABRASILAMPLIACAO;POSICAOPUBLICARSAMPLIACAO;POSICAOSULAMPLIACAO;POSICAOIFESAMPLIACAO;DISTANCIABRASILCPC;DISTANCIARSCPC;DISTANCIAPUBLICACPC;DISTANCIAPUBLICARSCPC;DISTANCIASULCPC;DISTANCIAIFESCPC;DISTANCIABRASILENADE;DISTANCIARSENADE;DISTANCIAPUBLICAENADE;DISTANCIAPUBLICARSENADE;DISTANCIASULENADE;DISTANCIAIFESENADE
51;2011;SANTA MARIA;4004;COMPUTAÇÃO (BACHARELADO);CT;3.55;3.95;3.68;4.40;3.38;5.00;2.11;1.39;1.82;3.6;;;;;;;10;24;5;18;4;7;16;282;27;74;4;59;41;216;25;49;4;48;30;1;1;1;1;1;1;36;3;32;3;8;24;26;5;13;4;8;12;10;3;9;3;3;9;104;18;48;4;30;33;1;1;1;1;1;1;8;18.519;20.69;100;11.864;33.333;3.333;11.111;10.345;75;5.085;18.75
52;2011;SANTA MARIA;4301;MÚSICA (LICENCIATURA);CAL;1.48;0.30;0.30;3.06;2.90;5.00;1.60;2.08;1.79;1.53;;;;;;;1;58;5;39;3;15;24;51;5;32;3;15;19;49;5;31;3;11;21;1;1;1;1;1;1;18;2;16;2;4;14;60;5;39;3;16;24;60;5;39;3;16;24;38;5;26;3;13;19;1;1;1;1;1;1;96.667;100;100;100;93.75;100;100;100;100;100;100;100
53;2011;SANTA MARIA;5401;CIÊNCIAS SOCIAIS (BACHARELADO);CCSH;2.9;2.91;2.08;3.87;3.83;5.00;1.98;2.73;2.28;2.96;;;;;;;5;25;4;19;3;5;15;19;2;10;1;3;6;27;3;18;2;4;14;1;1;1;1;1;1;19;2;16;2;2;12;31;4;24;3;5;19;27;4;20;3;5;16;28;2;21;1;3;16;1;1;1;1;1;1;55.556;100;52.778;100;100;53.571;60;100;55.556;100;100;57.143
54;2011;SANTA MARIA;5710;ENGENHARIA (GRUPO I) - ENGENHARIA CIVIL;CT;2.97;2.71;2.85;3.71;3.04;5.00;1.59;2.73;2.05;3.02;;;;;;;10;50;6;27;2;16;17;135;13;37;4;34;17;139;11;46;3;31;27;1;1;1;1;1;1;33;2;30;2;5;20;50;7;20;1;17;12;60;7;39;2;16;26;88;9;42;3;20;25;1;1;1;1;1;1;29.07;46.154;41.538;50;44.444;47.222;34.884;53.846;60;50;44.444;72.222
55;2011;SANTA MARIA;5806;ENGENHARIA (GRUPO II) - ENGENHARIA ELÉTRICA;CT;3.1;2.76;3.01;4.00;3.56;5.00;1.51;2.23;1.80;3.14;;;;;;;10;36;6;22;3;15;14;100;8;30;4;22;17;109;9;39;5;24;23;1;1;1;1;1;1;20;3;16;3;4;11;41;6;17;3;16;11;34;5;26;3;12;20;50;6;28;4;13;19;1;1;1;1;1;1;30.508;66.667;48.889;60;60;50;28.814;55.556;57.778;60;48;71.429
56;2011;SANTA MARIA;5902;ENGENHARIA (GRUPO III) - ENGENHARIA MECÂNICA;CT;3.16;3.21;3.57;3.53;2.80;5.00;1.72;1.10;1.47;3.2;;;;;;;10;29;5;17;2;13;10;95;14;41;3;26;23;82;13;28;2;24;16;1;1;1;1;1;1;31;4;26;2;7;18;19;5;7;2;8;3;26;2;19;2;8;12;62;8;35;2;17;21;1;1;1;1;1;1;29;35.714;36.957;66.667;46.429;38.462;26;14.286;41.304;66.667;28.571;46.154
57;2011;SANTA MARIA;6008;ENGENHARIA (GRUPO IV) - ENGENHARIA QUÍMICA;CT;2.86;2.53;2.68;2.92;2.98;5.00;2.27;2.80;2.49;2.93;;;;;;;10;20;4;16;3;6;13;44;6;19;3;15;12;31;5;10;3;12;5;1;1;1;1;1;1;26;3;24;3;6;20;18;3;13;2;6;10;15;3;14;2;4;11;37;5;25;3;12;19;1;1;1;1;1;1;35.714;57.143;51.613;75;31.579;59.091;26.786;42.857;45.161;50;21.053;50
58;2011;SANTA MARIA;6405;ENGENHARIA (GRUPO VIII) - ENGENHARIA FLORESTAL;CCR;2.07;1.24;1.24;4.17;3.59;5.00;0.00;2.10;0.84;2.09;;;;;;;3;35;3;31;3;8;23;27;2;20;2;8;13;40;3;33;3;9;23;2;2;2;2;2;2;15;3;15;3;5;13;39;3;33;3;9;23;39;3;33;3;9;23;22;3;19;3;6;15;2;2;2;2;2;2;87.5;100;93.939;100;88.889;100;97.5;100;100;100;100;100
59;2011;FREDERICO WESTPHALEN;6405;ENGENHARIA (GRUPO VIII) - ENGENHARIA FLORESTAL;CESNORS FW;3.69;3.28;3.28;4.19;4.32;5.00;3.52;3.75;3.61;3.78;;;;;;;8;4;1;4;1;1;4;13;1;7;1;5;4;5;1;3;1;2;2;1;1;1;1;1;1;3;1;3;1;2;1;8;1;8;1;2;6;8;1;8;1;2;6;20;2;17;2;5;14;1;1;1;1;1;1;10;0;12.121;0;0;17.391;20;33.333;24.242;33.333;22.222;26.087
60;2012;PALMEIRA DAS MISSOES;1;ADMINISTRAÇÃO;CESNORS PM;3.85;4.08;4.20;4.89;3.50;5.00;2.28;1.73;2.06;3.91;;;;;;;9;38;5;10;2;10;6;1279;98;114;6;296;45;1074;94;92;5;259;33;1;1;1;1;1;1;99;8;34;4;20;23;50;7;3;1;9;3;69;7;25;3;10;18;65;11;12;2;19;5;1;1;1;1;1;1;2.782;5;5.747;28.571;3.268;8.824;5.051;7;14.368;42.857;3.268;26.471
61;2012;SANTA MARIA;1;ADMINISTRAÇÃO;CCSH;3.81;4.49;3.35;4.24;4.18;5.00;2.19;3.42;2.68;3.88;;;;;;;5;48;6;13;3;11;8;984;80;59;2;243;17;1101;95;99;6;264;37;2;2;2;2;2;2;62;3;20;2;10;14;177;25;25;3;52;11;28;3;11;2;4;7;307;43;54;6;77;38;2;2;2;2;2;2;3.514;6;7.471;42.857;3.595;11.765;2.05;3;6.322;28.571;1.307;10.294
62;2012;SANTA MARIA;2;DIREITO;CCSH;3.82;4.74;3.93;4.55;4.23;5.00;1.47;0.44;1.06;3.84;;;;;;;5;19;1;4;1;5;2;826;70;81;4;195;29;796;70;71;4;190;23;1;1;1;1;1;1;22;2;14;2;5;11;44;1;9;1;8;4;11;1;9;1;4;6;122;26;14;1;38;8;1;1;1;1;1;1;2.227;0;3.738;0;2.551;4.545;1.29;1.429;8.411;25;2.041;13.636
63;2012;SANTA MARIA;13;CIÊNCIAS ECONÔMICAS;CCSH;2.67;2.37;2.51;4.15;2.69;5.00;2.08;0.99;1.65;2.71;;;;;;;5;78;11;35;3;26;24;141;15;64;4;39;35;101;13;38;3;27;20;1;1;1;1;1;1;40;3;29;3;9;23;89;11;41;3;27;20;57;7;27;3;16;20;74;8;37;3;18;27;1;1;1;1;1;1;50.98;73.333;46.053;75;66.667;58.537;37.255;46.667;35.526;75;41.026;48.78
64;2012;SANTA MARIA;22;CIÊNCIAS CONTÁBEIS;CCSH;3.56;4.31;3.60;4.29;2.33;5.00;3.44;1.71;2.75;3.62;;;;;;;5;49;5;12;1;16;5;711;60;85;3;180;31;301;33;22;1;96;6;1;1;1;1;1;1;152;8;29;2;32;19;74;10;11;1;30;2;12;1;4;1;5;1;109;17;24;2;31;17;1;1;1;1;1;1;6.355;8.333;10.526;0;8.791;11.364;1.556;1.667;3.509;33.333;2.747;2.273
65;2012;SANTA MARIA;26;DESIGN;CAL;3.69;3.86;4.14;4.19;2.82;5.00;1.55;3.29;2.24;3.75;;;;;;;1;7;4;4;2;6;4;82;11;11;1;37;3;105;15;25;3;44;14;1;1;1;1;1;1;19;3;11;3;5;8;8;4;5;2;5;5;8;3;7;2;4;6;22;7;12;3;9;11;1;1;1;1;1;1;5.983;26.667;12.121;66.667;13.636;21.053;6.838;20;21.212;66.667;9.091;31.579
66;2012;SANTA MARIA;803;JORNALISMO;CCSH;1.56;0.29;0.00;4.54;3.93;5.00;0.83;1.75;1.20;1.59;;;;;;;5;211;18;47;4;47;30;195;17;35;4;45;20;205;18;42;4;45;26;2;2;2;2;2;2;12;2;9;2;4;6;211;18;46;4;46;29;211;18;46;4;46;29;37;7;19;3;12;15;2;2;2;2;2;2;97.685;100;94;100;100;90.909;97.685;100;92;100;97.872;87.879
67;2012;FREDERICO WESTPHALEN;803;JORNALISMO;CESNORS FW;3.82;4.10;4.45;4.22;2.09;5.00;3.33;2.53;3.01;3.9;;;;;;;8;10;3;6;2;5;5;171;15;19;2;40;8;71;9;11;2;19;7;1;1;1;1;1;1;71;9;35;4;17;29;5;1;3;1;3;2;10;2;8;2;4;7;56;12;25;4;20;18;1;1;1;1;1;1;4.63;16.667;12;50;10.638;15.152;4.63;11.111;16;50;8.511;21.212
68;2012;SANTA MARIA;804;PUBLICIDADE E PROPAGANDA;CCSH;3.1;3.05;2.33;4.58;4.17;5.00;2.17;2.20;2.18;3.15;;;;;;;5;58;12;13;3;19;9;245;18;15;3;45;5;208;18;15;3;45;6;1;1;1;1;1;1;11;2;7;2;4;6;152;16;19;3;36;9;71;11;17;2;23;8;35;6;11;2;9;8;1;1;1;1;1;1;20.423;63.158;43.333;100;37.255;56.25;25;57.895;56.667;66.667;45.098;50
69;2013;SANTA MARIA;5;MEDICINA VETERINÁRIA;CCR;3.32;3.77;2.55;4.18;4.06;5.00;2.19;2.56;3.23;3.38;;;;;;;3;30;3;16;3;11;11;91;8;11;2;21;7;104;8;20;2;27;10;1;1;1;1;1;1;24;3;24;3;7;18;57;5;19;3;18;13;24;3;19;3;9;12;67;7;34;4;17;25;55;5;9;2;16;6;20.979;30;34.043;75;33.333;35.484;16.783;30;40.426;75;27.273;38.71
70;2013;SANTA MARIA;6;ODONTOLOGIA;CCS;3.45;4.06;3.33;3.94;3.62;5.00;1.38;1.96;2.19;3.49;;;;;;;4;18;2;8;2;4;5;150;9;28;2;29;11;157;9;35;2;28;17;1;1;1;1;1;1;34;3;26;3;7;18;18;1;8;1;4;6;9;1;5;1;1;5;94;6;36;3;19;25;138;9;37;2;29;19;10.405;20;15.686;66.667;12.5;17.241;5.202;10;9.804;33.333;3.125;17.241
71;2013;SANTA MARIA;12;MEDICINA;CCS;2.41;3.17;1.77;3.44;2.32;5.00;1.04;1.51;0.87;2.45;;;;;;;4;86;8;33;3;19;20;144;11;49;5;28;30;146;10;52;4;26;32;1;1;1;1;1;1;56;5;38;4;9;29;84;6;30;2;18;16;50;6;33;3;13;21;69;6;37;5;12;27;147;11;57;5;28;39;55.844;72.727;55.932;60;67.857;51.282;32.468;54.545;55.932;60;46.429;53.846
72;2013;FREDERICO WESTPHALEN;17;AGRONOMIA;CESNORS FW;3.54;3.22;3.63;4.21;4.02;5.00;2.13;2.07;2.57;3.59;;;;;;;8;29;4;26;4;13;14;129;15;60;4;40;30;113;13;48;3;31;21;1;1;1;1;1;1;31;4;30;4;8;21;27;6;18;3;17;8;35;5;32;4;15;17;91;11;61;5;26;41;100;12;48;4;32;22;17.901;25;28.261;80;30.952;28;21.605;31.25;34.783;80;35.714;34
73;2013;SANTA MARIA;17;AGRONOMIA;CCR;3.67;3.69;3.73;4.71;3.99;5.00;1.20;2.71;3.04;3.74;;;;;;;3;19;3;17;3;11;8;97;13;30;2;30;11;152;15;82;4;41;41;2;2;2;2;2;2;34;5;32;5;10;22;18;3;15;2;12;7;10;1;10;1;6;6;44;5;31;4;11;20;71;10;35;3;26;11;11.728;18.75;18.478;60;26.19;16;6.173;6.25;10.87;20;14.286;12
74;2013;SANTA MARIA;19;FARMÁCIA;CCS;3.2;3.10;2.61;4.59;4.20;5.00;1.72;2.16;3.36;3.26;;;;;;;4;66;9;24;2;18;17;216;19;16;2;48;8;230;19;27;2;50;16;1;1;1;1;1;1;16;3;15;3;4;13;116;15;27;2;35;19;64;5;35;2;13;26;78;14;24;3;28;17;126;12;11;1;30;5;25.095;45;46.154;66.667;32.143;48.571;24.335;25;67.308;66.667;23.214;74.286
75;2013;SANTA MARIA;23;ENFERMAGEM;CCS;3.12;3.16;2.74;3.97;3.85;5.00;1.81;1.64;2.58;3.16;;;;;;;4;108;7;40;3;24;26;419;25;57;5;73;35;417;24;60;4;72;31;2;2;2;2;2;2;28;3;24;3;8;17;193;16;62;4;48;34;92;6;61;4;16;36;166;21;46;7;43;31;340;22;61;6;66;37;23.326;25.926;41.237;42.857;30.38;46.429;19.87;22.222;62.887;57.143;20.253;64.286
76;2013;PALMEIRA DAS MISSOES;23;ENFERMAGEM;CESNORS PM;3.72;3.51;3.88;4.59;3.25;5.00;2.78;3.14;3.60;3.8;;;;;;;9;28;2;11;2;7;7;303;17;15;1;53;6;337;17;35;2;57;16;1;1;1;1;1;1;56;8;36;7;15;25;24;1;11;1;5;6;55;2;41;2;6;24;72;10;30;5;22;21;187;11;16;1;34;7;6.048;7.407;11.34;28.571;8.861;12.5;11.879;7.407;42.268;28.571;7.595;42.857
77;2013;SANTA MARIA;27;FONOAUDIOLOGIA;CCS;1.59;1.34;0.00;4.50;3.60;5.00;0.00;0.50;1.72;1.6;;;;;;;4;48;7;17;3;13;12;53;7;17;3;13;12;54;7;18;3;13;13;1;1;1;1;1;1;13;2;10;2;2;8;53;7;17;3;13;12;44;6;17;3;12;12;18;2;10;2;4;7;39;6;12;3;10;10;88.889;100;94.444;100;100;92.308;81.481;85.714;94.444;100;92.308;92.308
78;2013;PALMEIRA DAS MISSOES;28;NUTRIÇÃO;CESNORS PM;3.4;2.62;3.82;5.00;4.21;5.00;0.37;2.13;0.91;3.45;;;;;;;9;38;3;21;3;4;19;211;18;28;3;44;20;243;21;50;5;51;41;1;1;1;1;1;1;11;2;10;2;3;9;20;1;7;1;1;5;74;5;39;4;10;34;1;1;1;1;1;1;236;21;52;5;50;42;15.447;14.286;39.623;60;7.843;45.238;30.081;23.81;73.585;80;19.608;80.952
79;2013;SANTA MARIA;36;FISIOTERAPIA;CCS;3.62;4.48;3.78;4.24;3.39;5.00;0.94;1.51;2.31;3.66;;;;;;;4;41;4;15;3;11;10;301;26;30;3;59;15;306;25;34;3;58;19;1;1;1;1;1;1;32;5;18;4;6;14;39;7;6;3;16;4;6;3;6;3;3;5;95;20;20;4;33;14;265;24;32;4;52;18;12.975;14.815;39.474;75;18.033;47.619;1.899;11.111;15.789;75;4.918;23.81
80;2013;PALMEIRA DAS MISSOES;51;ZOOTECNIA;CESNORS PM;3.21;2.84;2.98;5.00;3.96;5.00;1.36;2.06;2.13;3.26;;;;;;;9;27;1;26;1;9;16;39;3;32;3;9;19;59;4;51;4;12;32;1;1;1;1;1;1;23;3;23;3;5;18;25;1;24;1;7;15;36;1;35;1;9;23;1;1;1;1;1;1;60;4;54;4;12;36;39.13;0;44.068;0;69.231;40;52.174;25;59.322;25;69.231;57.5
81;2013;SANTA MARIA;51;ZOOTECNIA;CCR;2.86;2.53;2.08;4.47;3.82;5.00;1.61;2.91;3.04;2.93;;;;;;;3;40;2;38;2;11;24;17;1;11;1;3;7;53;2;47;2;10;29;2;2;2;2;2;2;27;4;26;4;7;20;47;2;43;2;11;27;45;3;43;3;12;29;29;3;25;3;6;17;35;1;31;1;7;20;57.971;50;64.407;50;84.615;60;65.217;75;72.881;75;92.308;72.5
82;2013;SILVEIRA MARTINS;92;TECNOLOGIA EM GESTÃO AMBIENTAL;UDSSM;2.84;2.32;2.32;5.00;4.03;5.00;1.25;1.21;2.12;2.87;;;;;;;12;42;7;13;3;10;3;108;15;24;7;23;4;109;15;24;7;23;4;1;1;1;1;1;1;5;2;3;2;2;2;58;10;15;4;15;4;63;11;21;5;17;4;1;1;1;1;1;1;81;11;19;5;16;4;37.838;46.667;52;42.857;43.478;75;56.757;73.333;84;71.429;73.913;100
83;2013;SANTA MARIA;3501;EDUCAÇÃO FÍSICA (BACHARELADO);CEFD;3.4;3.76;3.13;5.00;4.34;5.00;0.44;1.30;2.07;3.43;;;;;;;7;27;2;3;1;2;2;245;21;26;1;58;15;255;22;34;2;61;19;1;1;1;1;1;1;9;1;8;1;2;5;54;5;6;1;10;3;23;1;8;1;3;5;1;1;1;1;1;1;204;21;27;2;50;18;10.465;9.091;8.108;0;3.175;9.524;8.915;4.545;21.622;50;4.762;23.81
84;2014;SANTA MARIA;21;ARQUITETURA E URBANISMO;CT;3.04;2.88;2.88;4.03;3.44;5.00;1.46;1.70;2.82;3.09;;;;;;;10;46;4;13;2;9;12;166;18;22;2;42;14;178;18;30;1;42;20;1;1;1;1;1;1;25;3;20;3;5;17;78;7;18;2;20;11;36;3;22;2;8;17;77;11;27;3;16;22;114;15;25;3;32;18;22.549;20;28.261;66.667;19.149;37.5;17.647;15;47.826;66.667;17.021;53.125
85;2014;SANTA MARIA;79;TECNOLOGIA EM REDES DE COMPUTADORES;CTISM;2.87;3.05;2.88;3.66;1.91;5.00;1.38;2.98;2.79;2.95;;;;;;;11;61;6;5;1;10;3;105;8;8;1;16;2;139;9;12;1;19;2;1;1;1;1;1;1;85;4;4;1;10;3;44;6;3;1;12;3;28;4;5;1;8;3;70;8;8;1;14;3;94;8;11;1;16;3;38.854;60;38.462;0;45.455;100;17.834;40;38.462;100;36.364;100
86;2014;SANTA MARIA;702;MATEMÁTICA (LICENCIATURA);CCNE;2.99;2.82;2.76;4.86;3.70;5.00;0.00;1.96;2.90;3.04;;;;;;;2;73;8;51;3;23;27;283;27;152;7;57;68;327;28;192;8;65;80;1;1;1;1;1;1;36;3;31;3;8;19;81;9;55;2;24;22;64;8;48;2;23;23;55;10;26;3;12;13;153;23;70;6;40;24;22.256;28.571;26.425;37.5;35.385;33.75;19.512;28.571;24.87;25;35.385;28.75
87;2014;SANTA MARIA;903;LETRAS-PORTUGUÊS (BACHARELADO);CAL;2.75;2.03;2.45;4.35;4.57;5.00;0.00;1.37;1.33;2.78;;;;;;;1;16;1;11;1;4;7;17;1;9;1;2;5;27;1;19;1;5;12;1;1;1;1;1;1;6;1;6;1;3;5;13;1;8;1;3;5;17;1;11;1;3;8;17;1;12;1;4;7;22;1;15;1;4;9;59.259;0;57.895;0;80;58.333;62.963;100;57.895;100;60;66.667
88;2014;SANTA MARIA;904;LETRAS-PORTUGUÊS (LICENCIATURA);CAL;3.32;3.66;3.12;4.57;4.05;5.00;0.24;1.97;2.16;3.37;;;;;;;1;31;6;15;1;11;11;152;13;74;2;26;32;200;13;118;2;30;45;1;1;1;1;1;1;20;2;18;1;4;12;44;8;19;1;12;9;24;5;14;1;8;9;68;8;34;1;14;18;167;13;94;2;29;39;15.271;46.154;12.397;0;36.667;23.404;11.823;38.462;11.57;50;26.667;19.149
89;2014;SANTA MARIA;905;LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA);CAL;3.3;3.57;2.90;4.41;3.38;5.00;2.20;2.38;2.72;3.35;;;;;;;1;51;8;22;2;15;12;234;17;57;2;40;18;213;11;58;1;29;15;1;1;1;1;1;1;36;5;19;3;7;13;115;12;40;2;29;14;25;5;13;3;9;9;125;16;41;3;30;19;163;9;47;1;30;14;17.288;44.444;21.569;66.667;30;37.5;8.475;27.778;12.745;100;18;28.125
90;2014;SANTA MARIA;1401;FÍSICA (BACHARELADO);CCNE;2.21;1.28;0.84;5.00;3.78;5.00;2.88;1.36;2.43;2.25;;;;;;;2;42;5;38;3;10;27;40;5;33;3;10;23;14;4;9;2;5;7;1;1;1;1;1;1;19;2;19;2;4;13;44;5;39;3;10;27;46;5;40;3;10;29;1;1;1;1;1;1;23;5;18;3;7;15;85.714;100;90.476;100;100;90;93.878;100;95.238;100;100;96.667
91;2014;SANTA MARIA;1402;FÍSICA (LICENCIATURA);CCNE;3.09;2.61;2.57;4.52;4.03;5.00;2.17;2.18;3.00;3.14;;;;;;;2;29;5;26;3;9;18;96;13;78;7;22;37;92;9;75;4;17;36;1;1;1;1;1;1;29;3;29;3;4;21;33;6;28;3;11;15;46;5;38;3;12;24;63;7;50;3;15;29;60;10;46;5;17;24;22.137;38.462;23.636;42.857;36;32.143;35.115;38.462;34.545;42.857;48;42.857
92;2014;SANTA MARIA;1501;QUÍMICA (BACHARELADO);CCNE;3.38;3.68;3.10;3.76;4.04;5.00;2.04;1.61;2.52;3.42;;;;;;;2;7;1;6;1;2;3;74;12;34;3;21;24;64;9;27;2;18;17;1;1;1;1;1;1;31;3;30;3;7;25;4;1;3;1;2;2;5;1;4;1;1;3;55;8;37;3;17;26;62;10;31;3;17;25;7.447;0;11.321;0;7.407;7.692;5.319;7.692;7.547;25;3.704;7.692
93;2014;SANTA MARIA;1502;QUÍMICA (LICENCIATURA);CCNE;3.3;3.52;2.62;4.63;3.78;5.00;2.23;2.79;3.29;3.37;;;;;;;2;34;6;30;4;12;22;72;9;30;3;15;15;130;10;84;4;19;36;1;1;1;1;1;1;40;5;37;4;10;27;66;6;58;4;12;33;21;3;18;2;7;16;67;8;40;3;16;26;60;8;37;4;13;19;18.889;40;23.81;66.667;40;36.667;11.667;20;14.286;33.333;23.333;26.667
94;2014;SANTA MARIA;1601;CIÊNCIAS BIOLÓGICAS (BACHARELADO);CCNE;3.28;3.08;2.45;5.00;5.00;5.00;1.76;2.00;2.92;3.33;;;;;;;2;68;10;41;6;19;28;167;14;48;4;36;27;186;16;68;6;40;41;1;1;1;1;1;1;1;1;1;1;1;1;137;13;55;6;32;35;54;8;41;6;14;30;1;1;1;1;1;1;95;9;31;3;24;22;33.171;62.5;48.235;100;45.238;52.83;26.341;50;48.235;100;33.333;56.604
95;2014;SANTA MARIA;1602;CIÊNCIAS BIOLÓGICAS (LICENCIATURA);CCNE;3.02;3.47;1.76;5.00;5.00;5.00;0.54;1.86;2.90;3.06;;;;;;;2;141;22;74;5;37;50;335;33;138;6;64;66;376;33;176;6;67;78;2;2;2;2;2;2;1;1;1;1;1;1;341;29;168;6;60;75;45;6;30;4;10;20;1;1;1;1;1;1;221;27;80;6;47;44;36.815;66.667;40.659;83.333;54.412;61.728;11.749;18.182;16.484;66.667;14.706;24.691
96;2014;PALMEIRA DAS MISSOES;1602;CIÊNCIAS BIOLÓGICAS (LICENCIATURA);CESNORS PM;3.26;2.90;2.96;4.00;3.13;5.00;3.34;3.41;3.34;3.35;;;;;;;9;74;13;41;4;21;29;170;21;25;2;38;12;139;16;22;1;30;11;1;1;1;1;1;1;129;9;87;5;18;58;109;19;49;4;32;27;105;13;68;5;26;44;224;22;109;6;45;61;149;20;44;5;31;24;19.321;39.394;22.527;66.667;30.882;35.802;27.415;39.394;37.363;83.333;38.235;54.321
97;2014;SANTA MARIA;2001;PEDAGOGIA (LICENCIATURA);CE;3.13;3.20;2.94;4.43;3.25;5.00;0.85;2.92;2.37;3.2;;;;;;;6;164;27;42;7;47;27;630;50;61;5;133;23;932;57;226;10;171;82;1;1;1;1;1;1;109;9;68;6;25;46;200;25;39;5;59;13;189;26;73;8;54;38;325;32;100;6;76;58;729;53;147;9;151;59;17.209;47.368;17.5;70;26.857;30.682;19.832;45.614;30.417;80;30.857;43.182
98;2014;SANTA MARIA;2402;HISTÓRIA (LICENCIATURA);CCSH;3.4;3.91;3.14;4.80;3.60;5.00;1.23;2.24;1.77;3.46;;;;;;;5;27;6;13;2;10;10;226;22;85;4;47;36;275;24;131;5;57;54;1;1;1;1;1;1;52;6;44;4;12;32;40;9;18;1;15;6;16;3;13;2;6;9;80;12;37;3;22;21;230;23;106;5;51;44;9.408;24;9.22;33.333;17.241;16.667;5.575;12;9.22;33.333;10.345;15
99;2014;SANTA MARIA;2501;ARTES VISUAIS (LICENCIATURA);CAL;3.75;2.91;4.85;5.00;2.83;5.00;2.16;1.54;2.25;3.79;;;;;;;1;3;2;1;1;2;1;68;8;24;4;25;14;55;6;17;3;24;8;1;1;1;1;1;1;20;4;17;4;6;12;3;2;1;1;2;1;32;6;21;3;11;12;1;1;1;1;1;1;62;9;24;5;25;14;3.659;22.222;0;0;6.897;0;39.024;66.667;60;60;37.931;60
100;2014;SANTA MARIA;3002;GEOGRAFIA (LICENCIATURA);CCNE;3.23;3.15;2.69;4.67;4.34;5.00;1.34;2.21;2.70;3.28;;;;;;;2;37;6;25;2;12;16;127;12;69;3;29;32;181;12;113;3;32;45;1;1;1;1;1;1;14;1;14;1;1;10;49;8;28;3;15;13;51;5;34;1;13;20;70;12;40;4;21;22;84;10;53;3;21;25;18.5;46.154;19.084;50;31.579;29.63;25.5;38.462;25.954;25;34.211;37.037
101;2014;SANTA MARIA;3201;FILOSOFIA (BACHARELADO);CCSH;4.43;4.21;5.00;5.00;4.71;5.00;2.42;3.14;1.85;4.51;;;;;;;5;1;1;1;1;1;1;28;8;4;1;10;4;45;10;20;3;13;19;1;1;1;1;1;1;12;3;8;1;3;8;1;1;1;1;1;1;5;2;4;1;3;4;1;1;1;1;1;1;49;10;23;3;14;21;0;0;0;0;0;0;8.621;20;13.333;33.333;20;14.815
102;2014;SANTA MARIA;3202;FILOSOFIA (LICENCIATURA);CCSH;3.6;4.46;2.92;4.47;4.21;5.00;1.65;3.22;2.49;3.68;;;;;;;5;13;4;8;2;7;6;53;8;9;1;15;7;94;10;41;3;22;30;1;1;1;1;1;1;20;3;16;3;5;13;27;5;11;2;12;7;4;1;3;1;2;3;63;9;33;3;20;24;39;9;11;3;12;9;11.927;33.333;14.815;50;25.926;15.789;3.67;8.333;5.556;25;7.407;7.895
103;2014;SANTA MARIA;3502;EDUCAÇÃO FÍSICA (LICENCIATURA);CEFD;2.74;3.40;2.00;4.85;3.54;5.00;0.00;0.77;2.00;2.76;;;;;;;7;209;22;52;4;50;33;421;38;90;5;98;41;430;38;99;5;100;45;1;1;1;1;1;1;30;3;20;3;5;16;366;32;79;2;87;36;40;5;20;4;7;18;52;4;12;1;10;7;381;38;86;5;94;43;48.492;57.895;52.525;80;50;73.333;9.281;13.158;20.202;80;7;40
104;2014;SANTA MARIA;4004;CIÊNCIA DA COMPUTAÇÃO (BACHARELADO);CT;3.28;3.25;2.97;4.00;3.56;5.00;2.02;2.76;3.44;3.34;;;;;;;10;55;5;40;2;14;33;178;19;37;3;39;25;223;22;61;4;48;39;1;1;1;1;1;1;39;3;31;3;6;23;53;6;33;1;15;23;50;4;42;3;11;35;143;17;64;4;36;45;105;13;30;3;25;19;20.833;22.727;46.512;50;25.926;66;18.939;18.182;48.837;75;20.37;70
